name,gender
hatoyah,f
tomo suwandi,m
meli vaizatul ashariah,f
ismail,m
zubaidah,f
ruhdi,m
rohana ayu fitri,f
mahara,f
sirma,f
sholekhan,m
siti indun,f
lulu' hayati,f
muhammad irsyad,m
henry berlian,m
mad. dra'i,m
suyanto,m
samilatin,f
rindi septia yanmilani,f
kasrun,m
sumilah,f
ali zakaria,m
rati purwasi,f
putri zulaikha,f
nurdin,m
avrista meilya putri,f
gavyn bara fahrezi athaya,m
kainen,m
arsinawati,f
ribowo arbi,m
rino,m
anjar nur wati,f
arya dava ananta,m
sudarmono,m
sulasmi,f
tantio wardi,m
nabela eva sawitri,f
suhadi,m
suryani,f
rendi prasetio,m
afiah rohadatul aisy,f
jamal riskanto,m
siti fatimah,f
ahmad fadolli,m
dewi nurjanah,f
daud,m
siti aisyah,f
rohaya,f
aulia ariyani,f
wahyu rio rinaldi,m
ikhwan maulana,m
irham junaidi,m
ahmad bustami,m
sumidah,f
yusrianto,m
murdiono,m
ririn ningsih,f
beni ardani,m
yayu fitria,f
rizky rachmat dani,m
maryono,m
gumbrik,m
supinah,f
ucok syahrudin,m
mijan,m
sri sumaryani,f
fiki wibowo,m
suyatun,f
ida royani,f
agus triono,m
sugiono,m
pujiwati,f
arya yudatama,m
aman supargi,m
abdur rohman,m
ahmad fahrudin,m
abdul basyir,m
indah fatmawati,f
fuad abdul hasan,m
rahman,m
nuriatik,f
putra pratama,m
dwi prayogi,m
rifky pradana,m
mundakir,m
damiyem,f
wahid danang wijayanto,m
arum sri wahyuni,f
mujahid,m
muspiyah,f
ikbal maulana,m
muhammad ibnu nasta' inu,m
misni,m
suyani,f
agung setio apriyanto,m
ady putra,m
anggun cahyani ramadani,f
salip,m
wariyah,f
ratna wati,f
sunarto,m
pariyadi,m
ida daryani,f
wahyuni,f
rahmadani safitri,f
yusnani,f
misman,m
dasri,f
aldi nurdin trianto,m
sumilan,m
maslina,f
nur atika,f
nurdin purnomo,m
sulanggeng,m
darsini,f
legimin,m
sumarni,f
siti nurrahmanu wunda,f
indra kurniawan,m
muhammad ilham,m
tukinah,f
ridhoatun salbiyah,f
ari kuswanto,m
isa'atun,f
gisyella reva anggrainy,f
rafka danuarta,m
selamet raharjo,m
wartini,f
aldi wijaya,m
junaidi,m
darningsih,f
ratu salsabilah,f
supriyanto,m
muslimah,f
wahid akbar,m
saminah,f
irwan alamsah damanik,m
asnawati,f
muhammad andriansyah damanik,m
jumar,m
kamiah,f
hermawan,m
nita oktafiah,f
mudarman,m
efi yanti,f
tiara madona,f
yona kartika,f
tri agustia ningsih,f
muhammad dio abdilah,m
wahyudi,m
siti hotijah,f
syafa meisyabila,f
vektoria yuli ernawati,f
andreas aloysius noven setiawan,m
slamet riadi,m
darmi,f
nurul fatimah,f
rizki sulaimanda,m
suwandi,m
ika susilawati,f
satriaman,m
eko prastiyo,m
m. irpan setyawan,m
sudaryanto,m
suparmi,f
tri haryanto,m
sarno,m
sariji,f
fatmi cahyati panca rini,f
rudi prastyo,m
thamrin simamora,m
hetik lestari,f
dinar gihon simamora,m
artha bisma simamora,m
hari proklamanto simamora,m
dedi supriadi,m
riko ardiansah,m
diski wayudiyansah,m
tantri bunga az zahri,f
karno,m
ngatina,f
ful manto,m
susi anto,m
sabar,m
ajeng kartika,f
j. hardono. s,m
m. meyer sihotang,f
lentati. s,f
pijor saut. s,m
m. mariansyah. l. s,m
tri putra sinaga,m
wagiman,m
ratmini,f
wahyudi,m
sumarno,m
sa' dah,f
sapudin,m
suherman,m
eni kusna ningsih,f
eko susanto,m
nur wulandari,f
untung sudarwan,m
neneng apsah,f
indriyani,f
indah mawarni,f
norji wirandi,m
arbi diansyah,m
hendriyanto,m
mujiatun,f
cia kumala sari,f
kevin asshadiq,m
sukini,f
j. supartono,m
sri asih,f
rahmat sri asmono,m
galih tri nugroho,m
karisun,m
hendrik sumartini,f
muhamad izha bintang perdana,m
muhamad dian bintang kusuma,m
nazala hafiza,f
ro'is,m
siti maslihatun,f
ernawati agustin,f
jamaludin,m
siti aisyah,f
nur anisa,f
darmawan,m
rizal bin harun,m
mujiana,f
aminah,f
nurul ain,f
aida badrina,f
aspuri,m
mamiati,f
hanif pratama,m
riswanto,m
tri asih,f
rafan arza aditiya,m
joyo miharjo,m
sanem,f
mujiono,m
suprapti,f
toppiq setiawan,m
tria fajar setiawan,m
gesang ambar prastyo,m
sutar,m
suratin,f
diah ayu safitri,f
felly dwi sulastri,f
lolita devy permatasari,f
suparman,m
indra iramawati,f
nuning rahayu,f
nabil fadhlun ramadhan,m
nafis lahimul ilmi,m
emrizal,m
puji hastuti,f
m. farhan hidayat,m
azhifa nareswari,f
rosid,m
siti soleha,f
muhamad ihza fahrezi,m
ahmad zaenudin,m
ismiyati,f
ulfi alifatul jannah,f
abdul rohman,m
abdul rohim,m
marsudin,m
sugini,f
arif ihwal yusmaliansyah,m
khofia marpoah,f
ikhwanul al ma'ruf,m
yahya marhamah,m
alfian syaifullah,m
mistin,f
arasya syaifullah,m
sulistiono,m
wiji ulfiah,f
devika eky sulistia,f
ridwan,m
sulasmi,f
andika pratama,m
poniman,m
sufitria,f
ayyub tri novrizal,m
muslim,m
legiani,f
rudy hermawan,m
feri siswanto,m
taufik hidayat,m
sarmin,m
lilis setianingsih,f
shallyn eria agustin,f
baniyah,f
galang alvinco,m
ponijan,m
qomariyah,f
andhika halim ardiansyah,m
hasnah elfina warda,f
suherman,m
fatmawati,f
muhammad ega bagas pratama,m
mahera azzahwa,f
jarwo pratitis,m
paiman,m
herman,m
lailatun nadiroh,f
alifia aqillia rahman,f
siyono,m
winarsih,f
muhammad rizki nurshena,m
muhammad raka dwi agustiar,m
kuniran,m
khuzaimah,f
fuad kurniawan,m
umar said,m
maryani,f
muhammad fatkur syaifullah,m
muhammad hafitz syaifullah,m
bejo utomo,m
sutarmi,f
dea erfianita,f
maelyza dwi pratiwi,f
imam suhada,m
wasirah,f
kamilah mubarokah,f
rayhan abdul syukur,m
ahmad fathir,m
suyud,m
katmini,f
siti kotimah,f
muhamad latep,m
al' qoriah,f
mustakim,m
umi uswatun rifaningsih,f
mutiara sabila,f
muhyadi,m
muhni,f
maniso,m
sri wahyuni,f
eko sudarsono,m
yogi dwi winarno,m
novita nur safitri,f
sutopo,m
jaimah,f
febrian nugroho,m
siti khoiriyah,f
sukirlan,m
rahmidiah ediyanti,f
muhammad ma'sum,m
nurul hanifah,f
afifah mariani,f
andra,m
ade lestari,f
nazwa eriandra putri,f
alya auliandra putri,f
wagirin,m
suyadi,m
sunarti,f
anto saputra,m
bagas andrean,m
nasya melani,f
prayitno,m
sri wardani,f
dedi putra,m
elis puspita,f
taufik hidayat,m
kristina wati,f
muhsin,m
khotimah,f
rahmat arifudin,m
nurul wahyuni,f
m. ibnu hanif,m
siti rohmah nur fauziyah,f
ikhsanudin al hakiki,m
ahza nuraisah,f
muhammad kholik,m
khazinatun nida,f
muhammad dzaky maarif,m
hilma nurfaizah,f
achmad subadi,m
chayati nur laeli,f
suparno,m
rio tri hernawan,m
slamet,m
ninik sulastri,f
purwo hadi santoso,m
dwi sudibyo,m
johan trio prayogo,m
sujarman,m
lilis susiani,f
ahmad rio cesar,m
witono,m
hatini,f
nunit purwati,f
manap sawito,m
sri marmiati. j,f
supriyanto,m
sutinah,f
fajar shodiq,m
reni setiyani,f
mulyana,m
susilowati,f
khusnul khotimah,f
suparno,m
rio tri hernawan,m
rasmo,m
siti arbaiyah,f
muhammad bayu andika kurniawan,m
sungkono,m
sumiati,f
eka saputri,f
ryan edy saputra,m
amal lia nur styawaty,f
tarun,m
solihatin,f
wahyu tri pamungkas,f
alfia febriyanti,f
girin,m
samijem,f
muhammad trio febri,m
sukarmin,m
wiji lestari,f
afian yudhistira,m
dewi larasati,f
daffa argana ibnu hafidz,m
nasib,m
yatini,f
dedi yanto,m
nurhalipah,f
nurhalimah,f
sugeng rusdianto,m
mufiroh,f
eko risnanto,m
dewi juliana,f
triana seftiani rahayu,f
marwan,m
sunarti,f
erni astuti,f
budi hikmawan,m
joko winanto,m
tri murni wati,f
harum klodia wati,f
revanno prasetyo,m
tumiran,m
juwariyah,f
sudarmono,m
indra luky yanti,f
dedi sumantri,m
ganti hastuti,f
dyas suratama,m
sudin gunawan,m
sutarini,f
ninik indrayani,f
andri cahyono,m
selamet haryadi,m
dadang hermawan,m
ami sumiarsih,f
dicky junia. h,m
samijo,m
mawarni,f
fibri irma riyandani,f
ricki meili arfian,m
sucipto,m
neneng aan,f
cindy amelia putri,f
nursyamsi,m
ngadini,f
imam muttakin,m
nurul hidayat,m
edy purnomo,m
hadimah,f
aprillia rahma wati,f
muhamad khoirunisa. m,m
sukandi,m
eem,f
adler,m
agung,m
ahmadi,m
akeno,m
akira,m
albert,m
alden,m
alexander,m
alvino,m
alwin,m
alvyn,m
antares,m
anthony,m
archie,m
aric,m
ariel,m
aristides,m
arthur,m
arun,m
aurelius,m
axel,m
ayler,m
aziz,m
bahtiar,m
bakti,m
baldwin,m
bana,m
banu,m
bara,m
barra,m
bara,m
bariq,m
barry,m
baskara,m
baswara,m
bernard,m
beryl,m
bilal,m
billy,m
blanco,m
bragy,m
brandon,m
bryan,m
brian,m
bruce,m
caesar,m
cahyadi,m
caleb,m
chuck,m
charlie,m
charles,m
carl,m
carmen,m
carys,m
cayadi,m
chadrick,m
cedric,m
chaka,m
cheryl,m
chevy,m
chris,m
christoff,m
christopher,m
claude,m
clive,m
cliff,m
colin,m
cyril,m
cyrill,m
daffa,m
dama,m
damien,m
damian,m
dana,m
darda,m
darryl,m
darell,m
darius,m
darma,m
darwin,m
dary,m
daryn,m
david,m
davon,m
declan,m
delfino,m
delvin,m
demas,m
demtrius,m
demitri,m
desta,m
dominic,m
eamon,m
earl,m
edam,m
edel,m
edelsteen,m
edric,m
eddie,m
edward,m
elliot,m
elmer,m
emanuel,m
emery,m
emil,m
emogene,m
emrys,m
endra,m
eric,m
ervin,m
ethan,m
evan,m
ewan,m
fabian,m
fadhilah,m
fahrudin,m
faiq,m
faisal,m
faiz,m
farhan,m
farid,m
farrel,m
felix,m
ferdinand,m
ferris,m
ferris,m
fidel,m
firman,m
frederic,m
fritz,m
gale,m
gavin,m
gavril,m
gayle,m
george,m
geraldo,m
gerwin,m
ghalib,m
ghandur,m
ghazalah,m
gian,m
giovanni,m
glenn,m
gregory,m
guido,m
gustav,m
gustin,m
habibullah,m
hadi,m
hadrian,m
hailey,m
hamzah,m
hanan,m
handaru,m
hans,m
hardy,m
haris,m
haru,m
harya,m
hasanain,m
hayden,m
henry,m
herman,m
huey,m
hubert,m
humhprey,m
hussein,m
iddo,m
idris,m
ignatius,m
igor,m
iliad,m
iman,m
immanuel,m
imre,m
irvin,m
isman,m
isolde,m
istvan,m
ivan,m
ivander,m
ives,m
iwan,m
ja'far,m
jack,m
jaime,m
jamil,m
jamal,m
james,m
jamin,m
jamond,m
jando,m
janus,m
jarrel,m
jarrvis,m
jasver,m
javas,m
javier,m
jay,m
jaya,m
jed,m
jeffery,m
jeffrey,m
jerome,m
jiro,m
johnathan,m
kalil,m
kamal,m
kandi,m
kano,m
karim,m
kareem,m
kasem,m
kay,m
keaton,m
kedric,m
keefe,m
kei,m
kemal,m
kendra,m
kenji,m
kenny,m
kenneth,m
kent,m
kenzie,m
khalid,m
klaus,m
kristophe,m
kristoper,m
lando,m
leonidas,m
leonard,m
leon,m
leo,m
leroy,m
levi,m
lewis,m
lex,m
liam,m
linfred,m
linus,m
lionel,m
lio,m
lyron,m
liron,m
liuz,m
luigi,m
lui,m
ludwig,m
louis,m
lou,m
lowel,m
lukas,m
luciano,m
lucian,m
lucas,m
luc,m
lucano,m
lukman,m
lutfi,m
macaulay,m
maddox,m
magnus,m
mahdi,m
mahesa,m
mahmud,m
maitias,m
maksim,m
malcolm,m
marco,m
marlon,m
maynard,m
meryl,m
myer,m
meyer,m
mildred,m
miles,m
millard,m
mingo,m
mohammad,m
moses,m
nachman,m
nagid,m
najib,m
naldo,m
namir,m
nando,m
naoko,m
napoleon,m
nardo,m
nasser,m
naufal,m
navarro,m
nelson,m
nestor,m
nevan,m
newton,m
nicholas,m
nick,m
noah,m
norman,m
oakley,m
odion,m
olaf,m
oliver,m
ophir,m
oringo,m
orion,m
orlando,m
orman,m
orville,m
osborn,m
oscar,m
oskar,m
osric,m
oswald,m
otadan,m
ottmar,m
owen,m
ozora,m
ozzie,m
pablo,m
palmer,m
parker,m
patrick,m
paul,m
pedro,m
perry,m
pharos,m
phil,m
pierce,m
piero,m
pollux,m
polo,m
porter,m
powell,m
pramad,m
presley,m
primus,m
prior,m
prudy,m
qabil,m
qamar,m
qays,m
qiancheng,m
qiaofeng,m
qibo,m
qionling,m
qisheng,m
qixuan,m
qosiim,m
quennel,m
quentin,m
quigley,m
quijing,m
quinlan,m
quito,m
quon,m
rafa,m
rafiq,m
rahul,m
rai,m
raimundo,m
rajak,m
rakin,m
ralph,m
rama,m
ramadan,m
ramon,m
randy,m
raoul,m
raynard,m
raynor,m
reshad,m
reuben,m
richie,m
robin,m
roger,m
romeo,m
saddam,m
saffron,m
saladin,m
salvador,m
samuel,m
santo,m
savero,m
sebastian,m
shandi,m
shaquille,m
shareef,m
shimon,m
shiro,m
simone,m
smith,m
socrates,m
sonny,m
spencer,m
stephene,m
steve,m
sulaiman,m
taka,m
tama,m
teddy,m
tedorik,m
thady,m
thao,m
theron,m
thomas,m
thora,m
ticho,m
tiger,m
timoteo,m
timur,m
tito,m
tivon,m
tobey,m
tobi,m
tomiko,m
topaz,m
trevor,m
tristan,m
uberto,m
udell,m
ugo,m
ulbrecht,m
ulfred,m
ullmer,m
ulrich,m
umar,m
umberto,m
urbano,m
uriel,m
urson,m
usman,m
utako,m
uthman,m
utt,m
uziel,m
uzoma,m
valentino,m
valter,m
varick,m
varrell,m
vedie,m
verdad,m
vernados,m
verner,m
verrill,m
vesta,m
vicky,m
victor,m
vigor,m
villiam,m
vincenzo,m
vinson,m
vito,m
vittorio,m
vladimir,m
volker,m
walfred,m
warner,m
warrick,m
wasim,m
waterio,m
watson,m
wayman,m
wazir,m
welby,m
wemilo,m
wilbert,m
wilfredo,m
wilkinson,m
william,m
wilmer,m
winsome,m
witton,m
xan,m
xanthus,m
xaquille,m
xarles,m
xavier,m
xenophon,m
xenos,m
xereno,m
xerxes,m
xerxes,m
xharik,m
xiang,m
xiever,m
xigmund,m
xigmund,m
ximens,m
xinclair,m
xinlaire,m
xuan,m
yachene,m
yadid,m
yael,m
yagil,m
yahya,m
yan,m
yanton,m
yardan,m
yaron,m
yasir,m
yasuo,m
yavin,m
yazid,m
yehoshua,m
yohann,m
yonatan,m
yosef,m
yukio,m
yuma,m
yunus,m
zacari,m
zadock,m
zadol,m
zaim,m
zaki,m
zale,m
zalman,m
zamiel,m
zander,m
zarek,m
zavier,m
zed,m
zeno,m
zeusef,m
zhek,m
zhixin,m
zigfrid,m
ziggy,m
zsigmond,m
zuriel,m
adeline,f
adel,f
agatha,f
albertina,f
alice,f
alvita,f
ambar,f
anette,f
ani,f
anissa,f
anka,f
antonia,f
anya,f
anya,f
apsari,f
ara,f
araminta,f
ardelia,f
areta,f
atha,f
aurellia,f
azalia,f
batari,f
beatrice,f
bela,f
belinda,f
belva,f
benita,f
benedicta,f
berlian,f
bernadine,f
bernadette,f
bertha,f
bertin,f
betsy,f
bessie,f
betty,f
billie,f
bilqis,f
bianca,f
blanca,f
bonnie,f
brenda,f
bruna,f
calista,f
callula,f
candrarini,f
cantik,f
carrisa,f
casimira,f
catherine,f
cayadewi,f
cetta,f
chantal,f
chanda,f
charlotte,f
charmaine,f
chie,f
chiquita,f
chispa,f
cho,f
christine,f
christabel,f
chun,f
cindy,f
collete,f
cora,f
cottina,f
dahayu,f
dahlia,f
daiva,f
dalia,f
dame,f
danica,f
dara,f
darla,f
davina,f
deanna,f
deana,f
delia,f
delphine,f
denise,f
dian,f
diana,f
donabella,f
dona,f
donelia,f
eberta,f
edith,f
effie,f
eilen,f
electra,f
elfreda,f
elizabeth,f
elma,f
eloise,f
elok,f
elora,f
elysia,f
erinna,f
esmeralda,f
esther,f
estrella,f
eudora,f
eugenia,f
evanthe,f
evelyna,f
faith,f
fara,f
farrah,f
farah,f
fatima,f
fawnia,f
fedora,f
felice,f
felisha,f
felicity,f
felicia,f
femi,f
fidela,f
fidelia,f
fionna,f
fitri,f
fleur,f
florence,f
freja,f
frea,f
frederica,f
freya,f
gabriela,f
gadis,f
gayle,f
gail,f
gala,f
galuh,f
gazelle,f
gelasia,f
genna,f
gia,f
giancinta,f
giselle,f
gita,f
gladys,f
glenda,f
gloria,f
grace,f
grania,f
gretchen,f
greta,f
griselda,f
gwen,f
gwyn,f
gwyneth,f
hadiya,f
hadaya,f
hafshah,f
halena,f
hana,f
hana,f
haniyah,f
hannah,f
hansa,f
hara,f
harsanti,f
hartini,f
hasita,f
hatala,f
hayu,f
heidi,f
helen,f
hillary,f
holly,f
ida,f
idelia,f
iggy,f
ilena,f
iliana,f
ilisa,f
ilona,f
ilse,f
imelda,f
indira,f
inez,f
ingrid,f
irina,f
irene,f
iris,f
irma,f
isabel,f
isabella,f
ivana,f
ivette,f
ivonne,f
ivy,f
izzi,f
jacinda,f
jacqelyn,f
jade,f
jamila,f
janine,f
jane,f
jana,f
jannah,f
jeanette,f
jelisa,f
jemma,f
jenna,f
jennilee,f
jessica,f
jetta,f
jevera,f
jillian,f
jina,f
jocelin,f
jody,f
jodie,f
jodi,f
jolie,f
jomei,f
jovita,f
kaela,f
kagami,f
kaila,f
kaitlin,f
kalila,f
kalina,f
kallista,f
kalyana,f
kamala,f
kamaria,f
kanani,f
karimah,f
karima,f
karin,f
karina,f
karla,f
kassandra,f
katherine,f
kate,f
katarina,f
katrina,f
keiko,f
kiaria,f
kichi,f
kiarra,f
kim,f
lila,f
leila,f
layla,f
laila,f
lakeisha,f
lala,f
lalita,f
lana,f
lanny,f
lara,f
larina,f
latanya,f
laticia,f
letitia,f
leta,f
latisha,f
lea,f
leilani,f
leona,f
levana,f
liana,f
liv,f
livia,f
lola,f
lucita,f
lucia,f
lucinda,f
lulu,f
mabel,f
machiko,f
maden,f
madonna,f
maegan,f
maeko,f
magaski,f
maggie,f
magnolia,f
mahina,f
mahola,f
maia,f
maja,f
mali,f
manda,f
mayoree,f
medina,f
meira,f
mena,f
mila,f
nadine,f
naima,f
nanette,f
naquita,f
nara,f
nareswari,f
nathania,f
naveen,f
nayeli,f
nebraska,f
neona,f
nevada,f
nimeesha,f
nitisara,f
nixie,f
norah,f
noriko,f
noura,f
nuala,f
nydia,f
odelia,f
odell,f
odessa,f
ofira,f
ofira,f
okalina,f
olathe,f
olga,f
olivia,f
olliana,f
ophaline,f
ophelia,f
orane,f
orea,f
orenda,f
oriana,f
orlin,f
ormanda,f
padmarini,f
palesa,f
paloma,f
pamela,f
panya,f
paola,f
paquita,f
paris,f
pasha,f
patia,f
pearl,f
penelope,f
peony,f
petra,f
phalosa,f
phalosa,f
phoebe,f
princess,f
prudence,f
prudence,f
qadira,f
qitarah,f
quaneisha,f
quanika,f
quartilla,f
qubilah,f
qudamah,f
queisha,f
quella,f
quenby,f
quenna,f
quentin,f
querida,f
questa,f
questa,f
quiana,f
quincy,f
quinterie,f
quiterrie,f
quorra,f
rachel,f
rahma,f
rainey,f
raissa,f
randa,f
randa,f
rasheesa,f
rashwana,f
ratana,f
ratri,f
raula,f
rayhan,f
reanna,f
regie,f
reiko,f
rhea,f
rheta,f
rihana,f
rissa,f
rowena,f
sabiya,f
salima,f
samantha,f
samara,f
sapphira,f
sara,f
saskia,f
sava,f
seana,f
selena,f
selma,f
selma,f
serena,f
shahia,f
shahnaz,f
shanming,f
shiloh,f
shula,f
sunee,f
syuja,f
talena,f
tamara,f
tanisha,f
tanya,f
tasanee,f
tasheena,f
tatiana,f
taura,f
teanna,f
terra,f
theodora,f
theola,f
theona,f
tia,f
tiffany,f
timothea,f
tirza,f
tracey,f
trella,f
trevina,f
ula,f
ulan,f
ulla,f
ulma,f
ulrica,f
ululani,f
ulva,f
uma,f
umay,f
una,f
unique,f
unn,f
unna,f
urania,f
ursula,f
usha,f
uta,f
utina,f
valda,f
valencia,f
valerie,f
valma,f
valora,f
vanda,f
vanessa,f
vanya,f
veanna,f
veasna,f
vega,f
velma,f
verena,f
veronique,f
vianca,f
victoria,f
violet,f
virginia,f
vivian,f
vondra,f
wahkuna,f
wainani,f
wakeisha,f
walda,f
wanda,f
waneta,f
wanika,f
wehelani,f
wemona,f
wera,f
weta,f
whitey,f
wilfreda,f
wilhelmina,f
wilikinia,f
wilny,f
wilona,f
winna,f
winona,f
wyanet,f
xabella,f
xabiya,f
xade,f
xadiya,f
xalome,f
xanchia,f
xandra,f
xasha,f
xava,f
xaviera,f
xaviera,f
xeema,f
xelda,f
xena,f
xenia,f
xina,f
xuxa,f
xylia,f
xylona,f
yaffa,f
yalanda,f
yalena,f
yamelia,f
yanka,f
yarina,f
yasashiku,f
yasmine,f
yeira,f
yelena,f
yeshaya,f
yeva,f
yolanda,f
yoluta,f
yoshe,f
ysabel,f
yudita,f
yumiko,f
yuri,f
yvonne,f
zabrina,f
zafirah,f
zahara,f
zahavah,f
zahra,f
zakia,f
zalika,f
zana,f
zaneta,f
zara,f
zasha,f
zea,f
zelda,f
zephanie,f
zeta,f
zizi,f
zohra,f
zsa zsa,f
zsofia,f
zuleika,f
abimana,m
abimanyu,m
abhicandra,m
abiyasa,m
abyasa,m
adicandra,m
adiguna,m
adinata,m
adipramana,m
aditya,m
adiwangsa,m
agnibrata,m
aji,m
andaru,m
aradhana,m
ardianto,m
arga,m
arjanta,m
arjuna,m
arya,m
apta,m
asmaralaya,m
astaguna,m
aswangga,m
bagas,m
bagaskoro,m
bajradaka,m
bamantara,m
barata,m
baskara,m
basuki,m
baswara,m
batara,m
bayuaji,m
bimo,m
birawa,m
bisma,m
bhagawanta,m
bhanu,m
budiono,m
brahma,m
bramantya,m
brawijaya,m
cahaya,m
cakra,m
cakrawala,m
candra,m
cipta,m
cokroaminoto,m
cokroatmojo,m
damarlangit,m
daniswara,m
danurdara,m
darsa,m
dewandaru,m
dewangga,m
dhika,m
dipa,m
edi,m
endaru,m
estu,m
fajar,m
fusena,m
gadhing,m
ganendra,m
gentala,m
gilang,m
guinandra,m
gumelar,m
gunawan,m
guntur,m
janu,m
jarot,m
jatmika,m
jaya,m
joko,m
jumanta,m
jumantara,m
kaesang,m
kamajaya,m
kamandaka,m
kawindra,m
karno,m
kawidagda,m
kresna,m
kukuh,m
kusna,m
kusumh,m
lakeswara,m
laksamana,m
lasmana,m
leksana,m
lesmana,m
lingga,m
lintang,m
listu,m
luhung,m
luhur,m
madaharsa,m
madana,m
madhani,m
madya,m
madyana,m
mahadana,m
mahadi,m
mahadri,m
mahaeswara,m
mahajana,m
mahapraja,m
mahaprana,m
mahardika,m
mahatma,m
mandala,m
manggala,m
manikmaya,m
mardhi,m
muhadir,m
nareswara,m
nawang,m
nehan,m
nugraha,m
numatya,m
padmana,m
pambudi,m
parikesit,m
pinot,m
praba,m
pradana,m
pradipta,m
pramatya,m
pramono,m
pramudya,m
pranadibta,m
pranadipa,m
pranama,m
pranawa,m
prasaja,m
prasetyo,m
prasetyono,m
prastowo,m
raden,m
raditya,m
rahagi,m
rahardian,m
raharja,m
rakabuming,m
rama,m
respati,m
sadana,m
sambara,m
sampurna,m
santoso,m
saputra,m
sasmaka,m
satria,m
satriya,m
septha,m
siswanto,m
sobiyanto,m
soenggono,m
sucipto,m
sudiro,m
sugiarto,m
surendra,m
surya,m
suryana,m
susilo,m
syaron,m
tamawijaya,m
tanaya,m
teja,m
tirta,m
tohpati,m
tulus,m
ubhaya,m
ulung,m
upasama,m
wajendra,m
wardana,m
wibisana,m
wibowo,m
widagdo,m
widayaka,m
widodo,m
widura,m
wicaksana,m
wijaya,m
wirya,m
wyakta,m
yuda,m
yudayana,m
yuwa,m
yoda,m
yoga,m
abinaya,f
adriani,f
airani,f
anandya,f
anantari,f
anjani,f
arkadewi,f
arsyana,f
aruna,f
ayudisa,f
bandiani,f
banurasmi,f
basagita,f
batari,f
bestari,f
bratarini,f
cahaya,f
calya,f
candramaya,f
citra,f
citta,f
cyntia,f
danastri,f
danurdara,f
dhatu,f
diajeng,f
dianti,f
diatmika,f
ditya,f
elok,f
erina,f
estiana,f
fajarina,f
gahyaka,f
gantari,f
gardara,f
garini,f
gayatri,f
gemani,f
ginanita,f
gyandra,f
haira,f
hanasta,f
harina,f
harini,f
harita,f
hasana,f
hasta,f
hasya,f
hayu,f
ika,f
ina,f
indah,f
indri,f
indriana,f
indriati,f
indriaya,f
istari,f
isthika,f
isty,f
iswari,f
jayanti,f
jenar,f
jumila,f
kahiyang,f
kamala,f
kana,f
kani,f
kanista,f
karmika,f
kartana,f
kasidya,f
kasyaira,f
kayshila,f
keinan,f
kencana,f
kesara,f
kesawa,f
keswari,f
kila,f
kinnas,f
kirana,f
lahita,f
laksita,f
laksmi,f
lalita,f
lanita,f
laras,f
lasmaya,f
lawana,f
laya,f
lelana,f
lestari,f
lestia,f
lika,f
limar,f
listia,f
lituhayu,f
locita,f
lova,f
lukita,f
lyan,f
macika,f
mada,f
madaharsa,f
madarsana,f
madya,f
mahadewi,f
maharani,f
mahawirya,f
maheswari,f
mahiswara,f
maktika,f
malya,f
manda,f
manika,f
margi,f
mataya,f
maulina,f
maya,f
mega,f
megananda,f
mirah,f
miratussany,f
mirtra,f
nadindra,f
naeswari,f
nala,f
nandina,f
nara,f
nararya,f
narasnama,f
nawa,f
nayaka,f
niddha,f
nidya,f
nila,f
nimitya,f
nindia,f
nindita,f
nindya,f
nirbana,f
nirbaya,f
nirbita,f
nirmala,f
nisaka,f
nisdharya,f
nismara,f
nohan,f
nurcelia,f
ojala,f
oswasa,f
padmasari,f
paradista,f
paramastri,f
parmadita,f
pawana,f
pirata,f
pradigta,f
pradnyana,f
pragiwaka,f
pramata,f
pramidita,f
pratista,f
priscanara,f
puri,f
puspa,f
radmila,f
rahmi,f
rajini,f
rananta,f
rani,f
ranti,f
ranupatma,f
rara,f
rasmi,f
ratih,f
ratimaya,f
ratri,f
ratu,f
rawika,f
reska,f
reswara,f
resyakila,f
retania,f
rumi,f
sada,f
sakka,f
saktika,f
sakya,f
samada,f
saraswati,f
sarira,f
sasi,f
sasmaya,f
satya,f
semi,f
sena,f
seta,f
shima,f
sila,f
sitaresmi,f
swasti,f
tantri,f
tarasari,f
tisna,f
tiwi,f
tyas,f
utami,f
utari,f
wasana,f
wasesa,f
waskita,f
widati,f
widhiani,f
widi,f
widia,f
widiwasa,f
widuri,f
wikasita,f
wiyana,f
wulan,f
wulandari,f
wuri,f
yatiwara,f
yatna,f
yetri,f
yulianti,f
yuni,f
jasmine,f
salsabila,f
rachmayani,f
milea,f
nabilah,f
vania,f
nadia,f
gitta,f
silvy,f
salma,f
desi,f
desy,f
audrey,f
michelle,f
elvina,f
vina,f
fathin,f
mustofa,m
aurora,f
utami,f
icha,f
aryani,f
aryana,f
ana,f
maria,f
sumiyati,f
sumarni,f
suwarno,m
kahale,f
maharani,f
sindoro,m
sindhu,m
khrisna,m
ajeng,f
amalia,f
bagus prasetyo,m
ichwanul hakim,m
irvan efendi,m
sigit noviono,m
yeri budi aji,m
agung setiawan,m
bagas imam fauzi,m
fajar arif gustrinda,m
ika uswatun hasanah,f
siti aisyah,f
vella noviana,f
dery vintina melly pantiya,f
grace rizka prawesty,f
halinda nur salimatul fauziyah,f
ike meiwati,f
irfan mei iskandar,m
nur indra pangestu,m
shonita estre lycha,f
yuli misnawati,f
yuyun fitnati prihana,f
adika citra kinanti,f
afifa auzizah,f
agus supriyanto,m
amanda aditya susanti,f
